서비스관리번호|유효시작일시|유효종료일시|작업조직 ID|작업업체명|작업업체 ID|관리서비스조직상태코드|
20170718030021
7268535998|20170701003320|20170717000122|7000002039|강남Home센터|1003002224|20|
7268535999|20170701003320|20170717000300|7000002039|강남Home센터|1003002224|20|
7238592983|20131120184439|20170717010320|1000161514|부산서부Home고객센터|1003000854|20|
7102318659|20170701003320|20170717000546|7000002039|강남Home센터|1003002224|20|
7241655486|20170701003320|20170717001528|7000002039|강남Home센터|1003002224|20|
7241655487|20170701003320|20170717001858|7000002039|강남Home센터|1003002224|20|
7263235515|20170701003320|20170717001948|7000002039|강남Home센터|1003002224|20|
7243485170|20170701012306|20170717003800|7000002058|분당판교Home센터|1003002243|20|
7259489731|20170701012306|20170717003822|7000002058|분당판교Home센터|1003002243|20|
7132657242|20130207013101|20170717010318|1000161514|부산서부Home고객센터|1003000854|20|
7276129431|20170427113355|20170717010330|1000161514|부산서부Home고객센터|1003000854|20|
7239919858|20170701003320|20170717010321|7000002039|강남Home센터|1003002224|20|
7130832924|20130207010810|20170717010322|1000161514|부산서부Home고객센터|1003000854|20|
7246200254|20140610102511|20170717010323|1000161514|부산서부Home고객센터|1003000854|20|
7247033821|20170701011045|20170717010324|7000002026|부산북부Home센터|1003002211|20|
7246200256|20140610102751|20170717010325|1000161514|부산서부Home고객센터|1003000854|20|
7246382246|20140611141544|20170717010327|1000161514|부산서부Home고객센터|1003000854|20|
7246382247|20140611141859|20170717010329|1000161514|부산서부Home고객센터|1003000854|20|
7227492361|20130207183248|20170717010327|1000161514|부산서부Home고객센터|1003000854|20|
7247845643|20170701010001|20170717010328|7000002047|관악Home센터|1003002232|20|
7246387099|20170701011045|20170717010329|7000002025|부산중부Home센터|1003002210|20|
7247036492|20170701011045|20170717010332|7000002026|부산북부Home센터|1003002211|20|
7277724288|20170616171411|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7246387100|20170701011045|20170717010331|7000002025|부산중부Home센터|1003002210|20|
7246387101|20170701011045|20170717010331|7000002025|부산중부Home센터|1003002210|20|
7247033819|20170701011045|20170717010333|7000002026|부산북부Home센터|1003002211|20|
7126368712|20130207010620|20170717010335|1000161514|부산서부Home고객센터|1003000854|20|
7237253687|20131017180055|20170717010337|1000161514|부산서부Home고객센터|1003000854|20|
7138881839|20161212172943|20170717010340|1000161514|부산서부Home고객센터|1003000854|20|
7234740842|20130819090328|20170717010404|1000161514|부산서부Home고객센터|1003000854|20|
7277382282|20170616164221|20170717030027|1000266145|하나로산업개발(신성아이시티_3)|1003002061|10|
7277724286|20170616171414|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277609334|20170616115612|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277685448|20170616170844|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277724287|20170616171415|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277723102|20170616171420|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277724285|20170616171412|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277723105|20170616171421|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7129763637|20170616150537|20170717030027|1000217492|하나로산업개발(티오티_3)|1003001704|10|
7277609330|20170616115314|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609331|20170616115344|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609333|20170616115454|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609335|20170616115642|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609336|20170616115716|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609337|20170616115749|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609338|20170616115814|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609339|20170616115848|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609340|20170616115913|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609341|20170616115938|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609342|20170616120005|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609343|20170616120032|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609344|20170616120057|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609345|20170616120123|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609346|20170616120148|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277609347|20170616120217|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277650158|20170616142759|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277703105|20170616142835|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7275827123|20170616160718|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277739420|20170616165451|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277722743|20170616180450|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277722744|20170616180538|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277722745|20170616180603|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277722746|20170616180630|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277606671|20170616180345|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277609332|20170616115420|20170717030027|1000239214|하나로산업개발(에버시스템)|1003001831|10|
7277356254|20170616184156|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277382280|20170616164921|20170717030027|1000266145|하나로산업개발(신성아이시티_3)|1003002061|10|
7277723104|20170616171420|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7276515163|20170616145507|20170717030027|1000261207|하나로산업개발(한국코스모_3)|1003001997|10|
7277657414|20170616180334|20170717030027|1000261205|하나로산업개발(에스엘테크_3)|1003001996|10|
7277724284|20170616171412|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277541496|20170616172640|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356250|20170616184150|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356251|20170616184152|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356252|20170616184153|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356257|20170616184155|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356255|20170616184158|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356256|20170616184159|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356253|20170616184201|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7277356998|20170616184349|20170717030027|1000266119|하나로산업개발(유베이스_3)|1003002052|10|
7213407209|20170616103200|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7277221147|20170616101449|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213541169|20170616102933|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213407206|20170616103101|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213407208|20170616103259|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7244730716|20170616103354|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213407211|20170616103607|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213407210|20170616103645|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213603593|20170616103729|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213603591|20170616103802|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7277711901|20170616110513|20170717030027|1000217508|하나로산업개발(디렉토리_3)|1003001712|10|
7213407210|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7277382283|20170616164329|20170717030027|1000266145|하나로산업개발(신성아이시티_3)|1003002061|10|
7277382279|20170616163705|20170717030027|1000266145|하나로산업개발(신성아이시티_3)|1003002061|10|
7277727551|20170616171127|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7276716274|20170616122205|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7277382281|20170616164053|20170717030027|1000266145|하나로산업개발(신성아이시티_3)|1003002061|10|
7277606670|20170616180220|20170717030027|1000217506|하나로산업개발(금란_3)|1003001711|10|
7213603591|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7277356252|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356257|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277382280|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277382282|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277606670|20170717030027|99991231235959|7000002335|강남기업센터|1003002340|10|
7277609330|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609332|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609342|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609343|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609345|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277650158|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277711901|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7277722745|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277722746|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277724284|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7213603593|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7244730716|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7275827123|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277356250|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356253|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356254|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356255|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356256|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277356998|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277382281|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277609333|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609335|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609337|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609344|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277685448|20170717030027|99991231235959|7000002327|경기북기업센터|1003002332|10|
7277722743|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277722744|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277724287|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7213407206|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7213407208|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7213407209|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7213407211|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7276515163|20170717030027|99991231235959|7000002330|인천기업센터|1003002335|10|
7277221147|20170717030027|99991231235959|7000002320|동부산기업센터|1003002325|10|
7277541496|20170717030027|99991231235959|7000002327|경기북기업센터|1003002332|10|
7277609331|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609334|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609341|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609346|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277703105|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277723104|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277724285|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277724286|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277724288|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277727551|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7129763637|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7213541169|20170717030027|99991231235959|7000002323|서부산기업센터|1003002328|10|
7276716274|20170717030027|99991231235959|7000002329|부천기업센터|1003002334|10|
7277356251|20170717030027|99991231235959|7000002331|강북기업센터|1003002336|10|
7277382279|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277382283|20170717030027|99991231235959|7000002337|동대구기업센터|1003002342|10|
7277606671|20170717030027|99991231235959|7000002335|강남기업센터|1003002340|10|
7277609336|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609347|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609338|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609339|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277609340|20170717030027|99991231235959|7000002324|서대구기업센터|1003002329|10|
7277657414|20170717030027|99991231235959|7000002327|경기북기업센터|1003002332|10|
7277723102|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277723105|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7277739420|20170717030027|99991231235959|7000002332|강서기업센터|1003002337|10|
7245171814|20170701012306|20170717074240|7000002062|평택화성Home센터|1003002247|20|
7247118173|20170701012306|20170717064554|7000002057|성북Home센터|1003002242|20|
7262549214|20170701012306|20170717065313|7000002057|성북Home센터|1003002242|20|
7122176900|20170701012306|20170717065327|7000002057|성북Home센터|1003002242|20|
7247378359|20170701012306|20170717065355|7000002057|성북Home센터|1003002242|20|
7137608681|20170701012306|20170717065403|7000002057|성북Home센터|1003002242|20|
7117583748|20170701012306|20170717065417|7000002057|성북Home센터|1003002242|20|
7100506599|20170701012306|20170717065438|7000002057|성북Home센터|1003002242|20|
7247696955|20170701003320|20170717074148|7000002041|강동하남Home센터|1003002226|20|
7245171812|20170701012306|20170717074215|7000002062|평택화성Home센터|1003002247|20|
7234910879|20170701012306|20170717075200|7000002058|분당판교Home센터|1003002243|20|
7246925194|20170701012306|20170717074639|7000002058|분당판교Home센터|1003002243|20|
7235962610|20170701012306|20170717074724|7000002058|분당판교Home센터|1003002243|20|
7219550067|20170701012306|20170717074806|7000002058|분당판교Home센터|1003002243|20|
7269617061|20170701012306|20170717074851|7000002058|분당판교Home센터|1003002243|20|
7269617062|20170701012306|20170717074922|7000002058|분당판교Home센터|1003002243|20|
7131296577|20170701012306|20170717075040|7000002058|분당판교Home센터|1003002243|20|
7103378475|20170701003320|20170717075117|7000002041|강동하남Home센터|1003002226|20|
7234910878|20170701012306|20170717075126|7000002058|분당판교Home센터|1003002243|20|
7245589984|20170701003320|20170717075143|7000002041|강동하남Home센터|1003002226|20|
7135170138|20170701003320|20170717075146|7000002041|강동하남Home센터|1003002226|20|
7278268090|20170704113802|20170717075415|7000002058|분당판교Home센터|1003002243|20|
7137093346|20170701003320|20170717075203|7000002041|강동하남Home센터|1003002226|20|
7138792438|20170701003320|20170717075217|7000002041|강동하남Home센터|1003002226|20|
7228144108|20170701003320|20170717075234|7000002041|강동하남Home센터|1003002226|20|
7138877674|20170701012306|20170717075248|7000002058|분당판교Home센터|1003002243|20|
7238506112|20170701003320|20170717075306|7000002041|강동하남Home센터|1003002226|20|
7247251287|20170701003320|20170717075311|7000002041|강동하남Home센터|1003002226|20|
7237768983|20170701003320|20170717075330|7000002041|강동하남Home센터|1003002226|20|
7272900563|20170701012306|20170717075331|7000002058|분당판교Home센터|1003002243|20|
7244691976|20170701003320|20170717075345|7000002041|강동하남Home센터|1003002226|20|
7252417287|20170701003320|20170717075400|7000002041|강동하남Home센터|1003002226|20|
7272920069|20161223173531|20170717080858|EP03320000|씨씨비(증평)|0002004270|20|
7278268091|20170704113816|20170717075441|7000002058|분당판교Home센터|1003002243|20|
7247060922|20170701012306|20170717075531|7000002058|분당판교Home센터|1003002243|20|
7247060923|20170701012306|20170717075559|7000002058|분당판교Home센터|1003002243|20|
7131693537|20170701003350|20170717080203|7000002064|부천부평Home센터|1003002249|20|
7131693538|20170701003350|20170717080242|7000002064|부천부평Home센터|1003002249|20|
7242785571|20170701010008|20170717080330|7000002068|충주제천Home센터|1003002253|20|
7278471599|20170711171442|20170717080354|7000002060|동수원Home센터|1003002245|20|
7189529802|20170701010001|20170717080404|7000002044|송파Home센터|1003002229|20|
7278482943|20170707153231|20170717080405|7000002068|충주제천Home센터|1003002253|20|
7231192530|20130517145218|20170717080817|EP02990000|씨씨비(음성대소)|0002004269|20|
7237108201|20170701003320|20170717081740|7000002039|강남Home센터|1003002224|20|
7255087296|20150225112943|20170717080929|EP03320000|씨씨비(증평)|0002004270|20|
7247537582|20170701003320|20170717081422|7000002039|강남Home센터|1003002224|20|
7247537585|20170701003320|20170717081438|7000002039|강남Home센터|1003002224|20|
7247537584|20170701003320|20170717081455|7000002039|강남Home센터|1003002224|20|
7235694686|20170701011307|20170717081529|7000002051|동대문Home센터|1003002236|20|
7235694687|20170701011307|20170717081542|7000002051|동대문Home센터|1003002236|20|
7269984369|20170701003320|20170717081621|7000002039|강남Home센터|1003002224|20|
7130094365|20170701010008|20170717081639|7000002071|원주Home센터|1003002256|20|
7235107076|20170701003320|20170717081723|7000002039|강남Home센터|1003002224|20|
7268700673|20170701010008|20170717081729|7000002071|원주Home센터|1003002256|20|
7235107078|20170701003320|20170717081754|7000002039|강남Home센터|1003002224|20|
7268399610|20170701003320|20170717081914|7000002039|강남Home센터|1003002224|20|
7246604885|20170701003320|20170717082002|7000002039|강남Home센터|1003002224|20|
7216267302|20170701010008|20170717081802|7000002071|원주Home센터|1003002256|20|
7274677828|20170701003320|20170717081823|7000002039|강남Home센터|1003002224|20|
7190475771|20170701010008|20170717081828|7000002071|원주Home센터|1003002256|20|
7274677829|20170701003320|20170717081836|7000002039|강남Home센터|1003002224|20|
7235407032|20170701010008|20170717081901|7000002071|원주Home센터|1003002256|20|
7211355665|20170701010008|20170717081924|7000002071|원주Home센터|1003002256|20|
7268399611|20170701003320|20170717081932|7000002039|강남Home센터|1003002224|20|
7242661797|20170701010008|20170717081952|7000002071|원주Home센터|1003002256|20|
7265265261|20170701003350|20170717082331|7000002066|인천서구Home센터|1003002251|20|
7247024663|20170701003350|20170717082021|7000002064|부천부평Home센터|1003002249|20|
7243178593|20170701003320|20170717082041|7000002039|강남Home센터|1003002224|20|
7243178595|20170701003320|20170717082055|7000002039|강남Home센터|1003002224|20|
7229939816|20170701003320|20170717082135|7000002039|강남Home센터|1003002224|20|
7229939818|20170701003320|20170717082149|7000002039|강남Home센터|1003002224|20|
7224869922|20170701010001|20170717082222|7000002044|송파Home센터|1003002229|20|
7247116081|20170701003350|20170717082232|7000002064|부천부평Home센터|1003002249|20|
7243456527|20170701014300|20170717082233|7000002032|광주북부Home센터|1003002217|20|
7265265262|20170701003350|20170717082302|7000002066|인천서구Home센터|1003002251|20|
7243456525|20170701014300|20170717082305|7000002032|광주북부Home센터|1003002217|20|
7136227652|20170701010008|20170717082852|7000002069|청주Home센터|1003002254|20|
7237064364|20170701003320|20170717082412|7000002039|강남Home센터|1003002224|20|
7237064365|20170701003320|20170717082434|7000002039|강남Home센터|1003002224|20|
7246996045|20170701011045|20170717082439|7000002027|경남양산Home센터|1003002212|20|
7120269051|20130305143021|20170717082523|1000161514|부산서부Home고객센터|1003000854|20|
7247381098|20170701003320|20170717082537|7000002039|강남Home센터|1003002224|20|
7247381099|20170701003320|20170717082606|7000002039|강남Home센터|1003002224|20|
7138613383|20170701003320|20170717082747|7000002041|강동하남Home센터|1003002226|20|
7136227653|20170701010008|20170717082807|7000002069|청주Home센터|1003002254|20|
7133445733|20170701010008|20170717082823|7000002069|청주Home센터|1003002254|20|
7259063153|20170701010001|20170717082832|7000002046|구로영등포Home센터|1003002231|20|
7136144244|20170701011045|20170717083018|7000002027|경남양산Home센터|1003002212|20|
7131080055|20170701011045|20170717082854|7000002027|경남양산Home센터|1003002212|20|
7243775029|20170701011045|20170717082856|7000002027|경남양산Home센터|1003002212|20|
7134177181|20170701010008|20170717082905|7000002069|청주Home센터|1003002254|20|
7130744025|20170701010008|20170717082919|7000002069|청주Home센터|1003002254|20|
7136104724|20170701011045|20170717082942|7000002027|경남양산Home센터|1003002212|20|
7237130969|20170701003320|20170717082945|7000002039|강남Home센터|1003002224|20|
7130618540|20170701010008|20170717082947|7000002069|청주Home센터|1003002254|20|
7137000468|20170701011045|20170717083000|7000002027|경남양산Home센터|1003002212|20|
7268877776|20170701010008|20170717083001|7000002069|청주Home센터|1003002254|20|
7243228918|20170701010008|20170717083014|7000002069|청주Home센터|1003002254|20|
7243844005|20170701003320|20170717083150|7000002039|강남Home센터|1003002224|20|
7237130971|20170701003320|20170717083020|7000002039|강남Home센터|1003002224|20|
7243256490|20170701011045|20170717083036|7000002027|경남양산Home센터|1003002212|20|
7235174031|20170701010008|20170717083043|7000002069|청주Home센터|1003002254|20|
7219223899|20170701010008|20170717083056|7000002069|청주Home센터|1003002254|20|
7243844003|20170701003320|20170717083101|7000002039|강남Home센터|1003002224|20|
7243816374|20170701011045|20170717083102|7000002027|경남양산Home센터|1003002212|20|
7247584222|20170701010008|20170717083110|7000002069|청주Home센터|1003002254|20|
7223338932|20170701011045|20170717083121|7000002027|경남양산Home센터|1003002212|20|
7243844004|20170701003320|20170717083128|7000002039|강남Home센터|1003002224|20|
7222203535|20170701010008|20170717083136|7000002069|청주Home센터|1003002254|20|
7219488599|20170701003320|20170717083221|7000002039|강남Home센터|1003002224|20|
7138242837|20170701010008|20170717083303|7000002069|청주Home센터|1003002254|20|
7247608162|20170701011045|20170717083158|7000002027|경남양산Home센터|1003002212|20|
7243213198|20170701011045|20170717083200|7000002027|경남양산Home센터|1003002212|20|
7235962200|20170701010008|20170717083211|7000002069|청주Home센터|1003002254|20|
7216813128|20170701011045|20170717083219|7000002027|경남양산Home센터|1003002212|20|
7235859973|20170701010008|20170717083221|7000002069|청주Home센터|1003002254|20|
7212146331|20170701010008|20170717083235|7000002069|청주Home센터|1003002254|20|
7219488601|20170701003320|20170717083237|7000002039|강남Home센터|1003002224|20|
7233895958|20170701010008|20170717083239|7000002069|청주Home센터|1003002254|20|
7219438603|20170701010008|20170717083249|7000002069|청주Home센터|1003002254|20|
7235136199|20170701003350|20170717083422|7000002066|인천서구Home센터|1003002251|20|
7138818972|20170701003320|20170717083309|7000002039|강남Home센터|1003002224|20|
7149156810|20170701010008|20170717083316|7000002069|청주Home센터|1003002254|20|
7138819035|20170701003320|20170717083323|7000002039|강남Home센터|1003002224|20|
7264522529|20170701010008|20170717083344|7000002069|청주Home센터|1003002254|20|
7266242714|20170701003350|20170717083357|7000002066|인천서구Home센터|1003002251|20|
7277189523|20170701003320|20170717083400|7000002039|강남Home센터|1003002224|20|
7277189524|20170701003320|20170717083415|7000002039|강남Home센터|1003002224|20|
7235136200|20170701003350|20170717083407|7000002066|인천서구Home센터|1003002251|20|
7246854827|20170701010008|20170717083409|7000002069|청주Home센터|1003002254|20|
7275968628|20170701010008|20170717083412|7000002069|청주Home센터|1003002254|20|
7235859972|20170701010008|20170717083510|7000002069|청주Home센터|1003002254|20|
7268312431|20170701003320|20170717083616|7000002042|안양Home센터|1003002227|20|
7277977511|20170701010008|20170717083426|7000002069|청주Home센터|1003002254|20|
7268544367|20170701010008|20170717083442|7000002069|청주Home센터|1003002254|20|
7245636037|20170701003320|20170717083454|7000002039|강남Home센터|1003002224|20|
7247052146|20170701010008|20170717083456|7000002069|청주Home센터|1003002254|20|
7245636039|20170701003320|20170717083511|7000002039|강남Home센터|1003002224|20|
7137874084|20170701010008|20170717083525|7000002069|청주Home센터|1003002254|20|
7114752230|20170701003320|20170717083540|7000002039|강남Home센터|1003002224|20|
7256484990|20170701010008|20170717083556|7000002069|청주Home센터|1003002254|20|
7252297562|20170701010008|20170717083603|7000002069|청주Home센터|1003002254|20|
7226508524|20170701012615|20170717083909|7000002078|대전중부Home센터|1003002263|20|
7246593986|20160401002550|20170717083619|EP05350000|강서Home고객센터|0002004689|20|
7247364492|20170701003320|20170717083652|7000002039|강남Home센터|1003002224|20|
7104844532|20170701012615|20170717083655|7000002087|계양김포Home센터|1003002272|20|
7270856420|20170701015741|20170717083712|7000002333|강동기업센터|1003002338|20|
7232101038|20170701010001|20170717083718|7000002044|송파Home센터|1003002229|20|
7232101039|20170701010001|20170717083731|7000002044|송파Home센터|1003002229|20|
7242671922|20170701012615|20170717083736|7000002087|계양김포Home센터|1003002272|20|
7276157946|20170701003320|20170717083805|7000002039|강남Home센터|1003002224|20|
7268330412|20170701003320|20170717083822|7000002039|강남Home센터|1003002224|20|
7237273664|20170701003320|20170717083859|7000002039|강남Home센터|1003002224|20|
7238938994|20170701002055|20170717084217|7000002017|경북북부Home센터|1003002202|20|
7247413546|20170701011045|20170717083918|7000002026|부산북부Home센터|1003002211|20|
7278203926|20170701003320|20170717083936|7000002039|강남Home센터|1003002224|20|
7278203927|20170701003320|20170717084005|7000002039|강남Home센터|1003002224|20|
7136325474|20170701011045|20170717083949|7000002026|부산북부Home센터|1003002211|20|
7138526357|20170701011045|20170717084002|7000002026|부산북부Home센터|1003002211|20|
7100276618|20170701015741|20170717084030|7000002329|부천기업센터|1003002334|20|
7241542711|20170701003320|20170717084039|7000002039|강남Home센터|1003002224|20|
7256535815|20170701003320|20170717084113|7000002039|강남Home센터|1003002224|20|
7256535814|20170701003320|20170717084130|7000002039|강남Home센터|1003002224|20|
7267576782|20170701003320|20170717084203|7000002039|강남Home센터|1003002224|20|
7129695378|20170701003350|20170717084421|7000002066|인천서구Home센터|1003002251|20|
7213169076|20170701003320|20170717084238|7000002039|강남Home센터|1003002224|20|
7129323423|20170701003350|20170717084240|7000002066|인천서구Home센터|1003002251|20|
7230578590|20140905004018|20170717084246|1000198418|제주Home고객센터(1)|1003001458|20|
7273095160|20170701011307|20170717084302|7000002049|은평Home센터|1003002234|20|
7238938238|20170701002055|20170717084313|7000002017|경북북부Home센터|1003002202|20|
7247388328|20170701003320|20170717084329|7000002039|강남Home센터|1003002224|20|
7247388329|20170701003320|20170717084342|7000002039|강남Home센터|1003002224|20|
7273095159|20170701011307|20170717084349|7000002049|은평Home센터|1003002234|20|
7238937477|20170701002055|20170717084403|7000002017|경북북부Home센터|1003002202|20|
7245220910|20170701003320|20170717084412|7000002039|강남Home센터|1003002224|20|
7257582859|20170701010008|20170717084557|7000002069|청주Home센터|1003002254|20|
7270270240|20170701003320|20170717084444|7000002039|강남Home센터|1003002224|20|
7247349580|20170701003350|20170717084445|7000002066|인천서구Home센터|1003002251|20|
7234408493|20170701015330|20170717084452|7000002340|전남동부기업센터|1003002345|20|
7270270241|20170701003320|20170717084458|7000002039|강남Home센터|1003002224|20|
7132016635|20170701003350|20170717084511|7000002066|인천서구Home센터|1003002251|20|
7111620068|20170701003350|20170717084523|7000002066|인천서구Home센터|1003002251|20|
7139820204|20170701003320|20170717084523|7000002039|강남Home센터|1003002224|20|
7213312102|20170701003350|20170717084550|7000002066|인천서구Home센터|1003002251|20|
7134618317|20170701003350|20170717084551|7000002066|인천서구Home센터|1003002251|20|
7138384684|20170701003350|20170717084554|7000002066|인천서구Home센터|1003002251|20|
7216957418|20170701014300|20170717084857|7000002031|광주서부Home센터|1003002216|20|
7223606811|20170701003320|20170717084612|7000002039|강남Home센터|1003002224|20|
